,Date,Event,Feature,Finish,Start,Driver
0,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,1,0,Todd Owen
1,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,2,0,"Mike Christopher, Jr."
2,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,3,0,Keith Rocco
3,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,4,0,Glen Reen
4,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,5,0,Ted Christopher
5,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,6,0,Woody Pitkat
6,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,7,0,Eric Berndt
7,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,8,0,Ronnie Williams
8,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,9,0,Danny Cates
9,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,10,0,Matt Gallo
10,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,11,0,Tyler Hines
11,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,12,0,Cam McDermott
12,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,13,0,Justin Gaydosh
13,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,14,0,"Michael Gervais, Jr."
14,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,15,0,Chris Jones
15,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,16,0,Payton Henry
16,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,17,0,D.J. Burnham
17,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,18,0,Dan Avery
18,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,19,0,Rowan Pennink
19,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,20,0,Jeff Baral
20,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,21,0,Josh Wood
21,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,22,0,Ed Spiers
22,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,23,0,Bo Gunning
23,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,24,0,Jeff Gallup
24,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,25,0,Stephen Kopcik
25,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,DNS,0,Mike Benevides
26,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,DNS,0,Tom Bolles
27,"October 9, 2016", NAPA Fall Final ,SK Modified Feature,DNS,0,Nick Salva
28,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,1,0,Glen Reen
29,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,2,0,Jeff Baral
30,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,3,0,Woody Pitkat
31,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,4,0,Eric Berndt
32,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,5,0,Keith Rocco
33,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,6,0,Ted Christopher
34,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,7,0,Ronnie Williams
35,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,8,0,Rowan Pennink
36,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,9,0,Todd Owen
37,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,10,0,"Mike Christopher, Jr."
38,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,11,0,Frank Ruocco
39,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,12,0,Tom Bolles
40,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,13,0,Dylan Izzo
41,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,14,0,Danny Cates
42,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,15,0,Dan Avery
43,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,16,0,"Les Rose, Jr."
44,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,17,0,Robert Goulet
45,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,18,0,D.J. Burnham
46,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,19,0,Payton Henry
47,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,20,0,Jeff Gallup
48,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,21,0,"Tommy Membrino, Jr."
49,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,22,0,Matt Galko
50,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,23,0,Nick Salva
51,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,24,0,Stephen Kopcik
52,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,25,0,Tyler Hines
53,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,26,0,"Michael Gervais, Jr."
54,"September 16, 2016", Final Friday Night Shoot-Out ,SK Modified Feature,27,0,John Catania
55,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,1,0,Rowan Pennink 
56,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,2,0,Keith Rocco
57,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,3,0,Woody Pitkat
58,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,4,0,Todd Owen
59,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,5,0,Matt Galko
60,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,6,0,Stephen Kopcik
61,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,7,0,Jeff Baral
62,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,8,0,Payton Henry
63,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,9,0,Ronnie Williams
64,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,10,0,Dan Avery
65,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,11,0,Jeff Gallup
66,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,12,0,"Tommy Membrino, Jr."
67,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,13,0,D.J. Burnham
68,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,14,0,Tom Bolles
69,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,15,0,Tyler Hines
70,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,16,0,Cam McDermott
71,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,17,0,John Catania
72,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,18,0,Mike Benevides
73,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,19,0,Nick Salva
74,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,20,0,Eric Berndt
75,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,21,0,"Mike Christopher, Jr."
76,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,22,0,Ted Christopher
77,"September 9, 2016", 1st Responders Appreciation Night ,SK Modified Feature,23,0,"Michael Gervais, Jr."
78,"September 2, 2016", VMRS 80 ,SK Modified Feature,1,0,Keith Rocco
79,"September 2, 2016", VMRS 80 ,SK Modified Feature,2,0,Ted Christopher
80,"September 2, 2016", VMRS 80 ,SK Modified Feature,3,0,Stephen Kopcik
81,"September 2, 2016", VMRS 80 ,SK Modified Feature,4,0,Dan Avery
82,"September 2, 2016", VMRS 80 ,SK Modified Feature,5,0,Rowan Pennink
83,"September 2, 2016", VMRS 80 ,SK Modified Feature,6,0,Frank Ruocco
84,"September 2, 2016", VMRS 80 ,SK Modified Feature,7,0,Eric Berndt
85,"September 2, 2016", VMRS 80 ,SK Modified Feature,8,0,Matt Galko
86,"September 2, 2016", VMRS 80 ,SK Modified Feature,9,0,Tom Bolles
87,"September 2, 2016", VMRS 80 ,SK Modified Feature,10,0,Todd Owen
88,"September 2, 2016", VMRS 80 ,SK Modified Feature,11,0,Woody Pitkat
89,"September 2, 2016", VMRS 80 ,SK Modified Feature,12,0,Ronnie Williams
90,"September 2, 2016", VMRS 80 ,SK Modified Feature,13,0,"Mike Christopher, Jr."
91,"September 2, 2016", VMRS 80 ,SK Modified Feature,14,0,Nick Salva
92,"September 2, 2016", VMRS 80 ,SK Modified Feature,15,0,Danny Cates
93,"September 2, 2016", VMRS 80 ,SK Modified Feature,16,0,Tyler Hines
94,"September 2, 2016", VMRS 80 ,SK Modified Feature,17,0,"Michael Gervais, Jr."
95,"September 2, 2016", VMRS 80 ,SK Modified Feature,18,0,Jeff Baral
96,"September 2, 2016", VMRS 80 ,SK Modified Feature,19,0,Cam McDermott
97,"September 2, 2016", VMRS 80 ,SK Modified Feature,20,0,Mike Benevides
98,"September 2, 2016", VMRS 80 ,SK Modified Feature,21,0,Payton Henry
99,"September 2, 2016", VMRS 80 ,SK Modified Feature,22,0,"Tommy Membrino, Jr."
100,"September 2, 2016", VMRS 80 ,SK Modified Feature,23,0,Jeff Gallup
101,"August 26, 2016", Lincoln Tech Back 2 Skool Blitz ,SK Modified Feature Results,1,0,Rowan Pennink
102,"August 26, 2016", Lincoln Tech Back 2 Skool Blitz ,SK Modified Feature Results,2,0,Ted Christopher
103,"August 26, 2016", Lincoln Tech Back 2 Skool Blitz ,SK Modified Feature Results,3,0,"Mike Christopher, Jr."
104,"August 26, 2016", Lincoln Tech Back 2 Skool Blitz ,SK Modified Feature Results,4,0,Matt Galko
105,"August 26, 2016", Lincoln Tech Back 2 Skool Blitz ,SK Modified Feature Results,5,0,Keith Rocco
106,"August 26, 2016", Lincoln Tech Back 2 Skool Blitz ,SK Modified Feature Results,6,0,Todd Owen
107,"August 26, 2016", Lincoln Tech Back 2 Skool Blitz ,SK Modified Feature Results,7,0,Ronnie Williams
108,"August 26, 2016", Lincoln Tech Back 2 Skool Blitz ,SK Modified Feature Results,8,0,Danny Cates
109,"August 26, 2016", Lincoln Tech Back 2 Skool Blitz ,SK Modified Feature Results,9,0,Cam McDermott
110,"August 26, 2016", Lincoln Tech Back 2 Skool Blitz ,SK Modified Feature Results,10,0,Jeff Baral
111,"August 26, 2016", Lincoln Tech Back 2 Skool Blitz ,SK Modified Feature Results,11,0,Brian Sullivan
112,"August 26, 2016", Lincoln Tech Back 2 Skool Blitz ,SK Modified Feature Results,12,0,Woody Pitkat
113,"August 26, 2016", Lincoln Tech Back 2 Skool Blitz ,SK Modified Feature Results,13,0,Jeff Gallup
114,"August 26, 2016", Lincoln Tech Back 2 Skool Blitz ,SK Modified Feature Results,14,0,Dan Avery
115,"August 26, 2016", Lincoln Tech Back 2 Skool Blitz ,SK Modified Feature Results,15,0,Eric Berndt
116,"August 26, 2016", Lincoln Tech Back 2 Skool Blitz ,SK Modified Feature Results,16,0,Tom Bolles
117,"August 26, 2016", Lincoln Tech Back 2 Skool Blitz ,SK Modified Feature Results,17,0,"Michael Gervais, Jr."
118,"August 26, 2016", Lincoln Tech Back 2 Skool Blitz ,SK Modified Feature Results,18,0,Tyler Hines
119,"August 26, 2016", Lincoln Tech Back 2 Skool Blitz ,SK Modified Feature Results,19,0,Dylan Izzo
120,"August 26, 2016", Lincoln Tech Back 2 Skool Blitz ,SK Modified Feature Results,20,0,Stephen Kopcik
121,"August 26, 2016", Lincoln Tech Back 2 Skool Blitz ,SK Modified Feature Results,21,0,Bob Charland
122,"August 26, 2016", Lincoln Tech Back 2 Skool Blitz ,SK Modified Feature Results,22,0,Nick Salva
123,"August 19, 2016", CBYD Night ,SK Modified Feature Results,1,0,Eric Berndt
124,"August 19, 2016", CBYD Night ,SK Modified Feature Results,2,0,Ronnie Williams
125,"August 19, 2016", CBYD Night ,SK Modified Feature Results,3,0,Dan Avery
126,"August 19, 2016", CBYD Night ,SK Modified Feature Results,4,0,"Mike Christohper, Jr."
127,"August 19, 2016", CBYD Night ,SK Modified Feature Results,5,0,Todd Owen
128,"August 19, 2016", CBYD Night ,SK Modified Feature Results,6,0,Tyler Hines
129,"August 19, 2016", CBYD Night ,SK Modified Feature Results,7,0,Rowan Pennink
130,"August 19, 2016", CBYD Night ,SK Modified Feature Results,8,0,Woody Pitkat
131,"August 19, 2016", CBYD Night ,SK Modified Feature Results,9,0,Nick Salva
132,"August 19, 2016", CBYD Night ,SK Modified Feature Results,10,0,Jeff Gallup
133,"August 19, 2016", CBYD Night ,SK Modified Feature Results,11,0,Tom Bolles
134,"August 19, 2016", CBYD Night ,SK Modified Feature Results,12,0,Bob Charland
135,"August 19, 2016", CBYD Night ,SK Modified Feature Results,13,0,Cam McDermott
136,"August 19, 2016", CBYD Night ,SK Modified Feature Results,14,0,Keith Rocco
137,"August 19, 2016", CBYD Night ,SK Modified Feature Results,15,0,Matt Galko
138,"August 19, 2016", CBYD Night ,SK Modified Feature Results,16,0,Ted Christopher
139,"August 19, 2016", CBYD Night ,SK Modified Feature Results,17,0,"Michael Gervais, Jr."
140,"August 19, 2016", CBYD Night ,SK Modified Feature Results,18,0,Payton Henry
141,"August 19, 2016", CBYD Night ,SK Modified Feature Results,19,0,Stephen Kopcik
142,"August 19, 2016", CBYD Night ,SK Modified Feature Results,20,0,Ed Spiers
143,"August 19, 2016", CBYD Night ,SK Modified Feature Results,21,0,Danny Cates
144,"August 19, 2016", CBYD Night ,SK Modified Feature Results,22,0,Frank Ruocco 
145,"August 5, 2016", Stafford 150 ,SK Modified Feature,1,0,Rowan Pennink
146,"August 5, 2016", Stafford 150 ,SK Modified Feature,2,0,"Michael Gervais, Jr."
147,"August 5, 2016", Stafford 150 ,SK Modified Feature,3,0,Keith Rocco
148,"August 5, 2016", Stafford 150 ,SK Modified Feature,4,0,Danny Cates
149,"August 5, 2016", Stafford 150 ,SK Modified Feature,5,0,Woody Pitkat
150,"August 5, 2016", Stafford 150 ,SK Modified Feature,6,0,Eric Berndt
151,"August 5, 2016", Stafford 150 ,SK Modified Feature,7,0,Ron Silk
152,"August 5, 2016", Stafford 150 ,SK Modified Feature,8,0,Stephen Kopcik
153,"August 5, 2016", Stafford 150 ,SK Modified Feature,9,0,Ted Christopher
154,"August 5, 2016", Stafford 150 ,SK Modified Feature,10,0,Ronnie Williams
155,"August 5, 2016", Stafford 150 ,SK Modified Feature,11,0,Todd Owen
156,"August 5, 2016", Stafford 150 ,SK Modified Feature,12,0,"Michael Christopher, Jr."
157,"August 5, 2016", Stafford 150 ,SK Modified Feature,13,0,Jeff Gallup
158,"August 5, 2016", Stafford 150 ,SK Modified Feature,14,0,Dan Avery
159,"August 5, 2016", Stafford 150 ,SK Modified Feature,15,0,Cam McDermott
160,"August 5, 2016", Stafford 150 ,SK Modified Feature,16,0,Matt Galko
161,"August 5, 2016", Stafford 150 ,SK Modified Feature,17,0,Tyler Hines
162,"August 5, 2016", Stafford 150 ,SK Modified Feature,18,0,Tom Bolles
163,"August 5, 2016", Stafford 150 ,SK Modified Feature,19,0,Ed Spiers
164,"August 5, 2016", Stafford 150 ,SK Modified Feature,20,0,Dylan Izzo
165,"August 5, 2016", Stafford 150 ,SK Modified Feature,21,0,Payton Henry
166,"August 5, 2016", Stafford 150 ,SK Modified Feature,22,0,"Ed Flemke, Jr."
167,"August 5, 2016", Stafford 150 ,SK Modified Feature,23,0,John Montesanto
168,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,1,0,Dan Avery
169,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,2,0,Rowan Pennink
170,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,3,0,Keith Rocco
171,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,4,0,Woody Pitkat
172,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,5,0,Ronnie Williams
173,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,6,0,Matt Galko
174,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,7,0,"Michael Gervais, Jr."
175,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,8,0,Todd Owen
176,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,9,0,Stephen Kopcik
177,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,10,0,Frank Ruocco
178,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,11,0,Eric Berndt
179,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,12,0,Jeff Gallup
180,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,13,0,Tyler Hines
181,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,14,0,"Tommy Membrino, Jr."
182,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,15,0,Ted Christopher
183,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,16,0,Brian Sullivan
184,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,17,0,Tom Bolles
185,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,18,0,Ed Spiers
186,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,19,0,Payton Henry
187,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,20,0,David Salzarulo
188,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,21,0,Jeff Malave
189,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,22,0,"Mike Christopher, Jr."
190,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,23,0,Matt Gallo
191,"July 29, 2016", Mid-Season Stretch ,SK Modified Feature,24,0,Josh Wood
192,"July 15, 2016", Girls Night Out ,SK Modified Feature,1,0,Todd Owen
193,"July 15, 2016", Girls Night Out ,SK Modified Feature,2,0,"Mike Christopher, Jr."
194,"July 15, 2016", Girls Night Out ,SK Modified Feature,3,0,Tom Bolles
195,"July 15, 2016", Girls Night Out ,SK Modified Feature,4,0,Eric Berndt
196,"July 15, 2016", Girls Night Out ,SK Modified Feature,5,0,Matt Galko
197,"July 15, 2016", Girls Night Out ,SK Modified Feature,6,0,Ted Christohper
198,"July 15, 2016", Girls Night Out ,SK Modified Feature,7,0,Woody Pitkat
199,"July 15, 2016", Girls Night Out ,SK Modified Feature,8,0,Stephen Kopcik
200,"July 15, 2016", Girls Night Out ,SK Modified Feature,9,0,Jeff Baral
201,"July 15, 2016", Girls Night Out ,SK Modified Feature,10,0,Tyler Hines
202,"July 15, 2016", Girls Night Out ,SK Modified Feature,11,0,Rowan Pennink
203,"July 15, 2016", Girls Night Out ,SK Modified Feature,12,0,Keith Rocco
204,"July 15, 2016", Girls Night Out ,SK Modified Feature,13,0,Payton Henry
205,"July 15, 2016", Girls Night Out ,SK Modified Feature,14,0,"Michael Gervias, Jr."
206,"July 15, 2016", Girls Night Out ,SK Modified Feature,15,0,"Ed Flemke, Jr."
207,"July 15, 2016", Girls Night Out ,SK Modified Feature,16,0,Dan Avery
208,"July 15, 2016", Girls Night Out ,SK Modified Feature,17,0,Matt Gallo
209,"July 15, 2016", Girls Night Out ,SK Modified Feature,18,0,Ronnie Williams
210,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,1,0,Ted Christopher
211,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,2,0,Rowan Pennink
212,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,3,0,Eric Berndt
213,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,4,0,Ronnie Williams
214,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,5,0,"Mike Christohper, Jr."
215,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,6,0,Woody Pitkat
216,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,7,0,Keith Rocco
217,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,8,0,"Michael Gervais, Jr."
218,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,9,0,Shawn Thibeault
219,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,10,0,Jeff Baral
220,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,11,0,Dan Avery
221,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,12,0,Frank Ruocco
222,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,13,0,Matt Galko
223,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,14,0,Ed Spiers
224,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,15,0,Bo Gunning
225,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,16,0,Justin Gaydosh
226,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,17,0,Danny Cates
227,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,18,0,Brian Sullivan
228,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,19,0,"Tommy Membrino, Jr."
229,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,20,0,Stephen Kopcik
230,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,21,0,Tyler Hines
231,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,22,0,Todd Owen
232,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,23,0,Cam McDermott
233,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,24,0,D.J. Burnham
234,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,25,0,Nick Salva
235,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,26,0,Tom Bolles
236,"July 8, 2016", NAPA SK 5k ,SK Modified Feature Results,27,0,Joey Mucciacciaro
237,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,1,0,Ted Christopher
238,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,2,0,Ryan Preece
239,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,3,0,Rowan Pennink
240,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,4,0,Woody Pitkat
241,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,5,0,Matt Galko
242,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,6,0,Jeff Baral
243,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,7,0,Keith Rocco
244,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,8,0,Ronnie Williams
245,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,9,0,Stephen Kopcik
246,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,10,0,Tyler Hines
247,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,11,0,"Michael Gervais, Jr."
248,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,12,0,Dan Avery
249,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,13,0,"Mike Christopher, Jr."
250,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,14,0,Nick Salva
251,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,15,0,Jeff Gallup
252,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,16,0,Eric Berndt
253,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,17,0,Tom Bolles
254,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,18,0,Eddy Spiers
255,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,19,0,"Tommy Membrino, Jr."
256,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,20,0,Todd Owen
257,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,21,0,Cam McDermott
258,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,22,0,D.J. Burnham
259,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,23,0,Danny Cates
260,"June 24, 2016", VMRS 80 ,SK Modified Feature Results,24,0,Mike Benevides
261,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,1,0,Eric Berndt
262,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,2,0,Rowan Pennink
263,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,3,0,Keith Rocco
264,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,4,0,Stephen Kopcik
265,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,5,0,Ted Christopher
266,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,6,0,"Mike Christopher, Jr."
267,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,7,0,Todd Owen
268,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,8,0,Joey Muccicciaro
269,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,9,0,Dan Avery
270,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,10,0,"Michael Gervais, Jr."
271,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,11,0,Tom Bolles
272,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,12,0,Cam McDermott
273,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,13,0,Jeff Baral
274,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,14,0,Matt Galko
275,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,15,0,D.J. Burnham
276,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,16,0,"Tommy Membrino, Jr."
277,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,17,0,Eddy Spiers
278,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,18,0,Ronnie Williams
279,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,19,0,Woody Pitkat
280,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,20,0,Brian Sullivan
281,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,21,0,Shawn Thibeault
282,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,22,0,Tyler Hines
283,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,23,0,Danny Cates
284,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,24,0,Jeremy Sorel
285,"June 17, 2016", Stafford 150 ,SK Modified Feature Results,25,0,Nick Salva
286,"June 10, 2016", Summer Blast-Off / SK Modified Xtra D ,SK Modified Feature Results,1,0,Woody Pitkat
287,"June 10, 2016", Summer Blast-Off / SK Modified Xtra D ,SK Modified Feature Results,2,0,Eric Berndt
288,"June 10, 2016", Summer Blast-Off / SK Modified Xtra D ,SK Modified Feature Results,3,0,Ted Christopher
289,"June 10, 2016", Summer Blast-Off / SK Modified Xtra D ,SK Modified Feature Results,4,0,"Michael Gervais, Jr."
290,"June 10, 2016", Summer Blast-Off / SK Modified Xtra D ,SK Modified Feature Results,5,0,Ronnie Williams
291,"June 10, 2016", Summer Blast-Off / SK Modified Xtra D ,SK Modified Feature Results,6,0,Jeff Baral
292,"June 10, 2016", Summer Blast-Off / SK Modified Xtra D ,SK Modified Feature Results,7,0,Tom Bolles
293,"June 10, 2016", Summer Blast-Off / SK Modified Xtra D ,SK Modified Feature Results,8,0,Dan Avery 
294,"June 10, 2016", Summer Blast-Off / SK Modified Xtra D ,SK Modified Feature Results,9,0,Rowan Pennink
295,"June 10, 2016", Summer Blast-Off / SK Modified Xtra D ,SK Modified Feature Results,10,0,"Mike Christopher, Jr."
296,"June 10, 2016", Summer Blast-Off / SK Modified Xtra D ,SK Modified Feature Results,11,0,Matt Galko
297,"June 10, 2016", Summer Blast-Off / SK Modified Xtra D ,SK Modified Feature Results,12,0,Keith Rocco
298,"June 10, 2016", Summer Blast-Off / SK Modified Xtra D ,SK Modified Feature Results,13,0,Stephen Kopcik
299,"June 10, 2016", Summer Blast-Off / SK Modified Xtra D ,SK Modified Feature Results,14,0,Cam McDermott
300,"June 10, 2016", Summer Blast-Off / SK Modified Xtra D ,SK Modified Feature Results,15,0,Nick Salva
301,"June 10, 2016", Summer Blast-Off / SK Modified Xtra D ,SK Modified Feature Results,16,0,Tyler Hines
302,"June 10, 2016", Summer Blast-Off / SK Modified Xtra D ,SK Modified Feature Results,17,0,Brian Sullivan
